user_id,age,income,city,occupation,education,employment_length,existing_loans,credit_history_length,upi_transaction_count,avg_upi_amount,monthly_upi_spend,transaction_volatility,income_ratio,merchant_diversity,monthly_ecom_spend,avg_cart_value,num_orders,return_rate,category_diversity,payment_preference,num_stocks,total_investment,portfolio_risk,avg_holding_period,profit_loss_ratio,sip_active,late_payment_count,credit_utilization,savings_balance,monthly_savings_rate,num_bank_accounts,insurance_policies,debt_to_income_ratio,income_to_spend_ratio,savings_stability_index,investment_maturity_score,financial_health_score,default_flag
1610,31,67644,Bangalore,Self-employed,Graduate,8,0,102,11,153,1934,0.15955049653609601,0.5378297645793986,6,1466,764,1,0.10345335166568502,4,Credit Card,11,144468,0.41906874060908333,28,-0.46182496107455295,0,1,0.5411135970629964,11108,0.3013229187362403,2,3,0.0,10.0,0.8624031493128429,0.002638190481254805,0.4285904345982241,0
1611,31,90133,Hyderabad,Salaried,Graduate,4,0,44,28,1910,54499,0.19719523453099158,0.4164666864971719,7,9800,1469,5,0.2466215819560358,8,UPI,7,156478,0.18840016449377017,178,0.26079734730672255,0,1,0.6062129292299133,12348,0.22263658830174232,1,6,0.0,1.4017573872472784,0.8352856502905778,0.03493111227184413,0.3919133201759175,0
1612,21,106670,Chennai,Salaried,Graduate,4,1,67,43,1925,100000,0.6517811982835597,0.47820489296977337,4,2229,1419,1,0.11047559611517029,1,EMI,4,409147,0.334844906032993,137,0.34578991596686515,1,2,0.2956977284227622,35136,0.40068928181807406,2,1,0.33037041976126164,1.0434314780397145,0.6054070605956436,0.013439647722523434,0.5011483535869721,1
1613,45,28689,Pune,Salaried,Graduate,6,1,66,25,284,5799,0.4069189334175434,0.13620823322377928,5,4926,1043,4,0.0848758769536963,3,Debit Card,5,141517,0.5220193018475886,334,-0.3101507104234237,1,0,0.4018610838717279,46270,0.618162616931413,2,1,0.3388144819104212,2.6747156442289763,0.710773006352898,0.015086489239354363,0.5340263095747342,1
1614,34,223683,Kolkata,Professional,Post-Graduate,9,1,44,36,810,31636,0.24283199883593876,0.3578029624351135,7,3277,1179,2,0.06626003052304293,6,Credit Card,4,162395,0.15511051680404375,71,0.18743685672150262,0,1,0.37123773243399655,32933,0.5709265334370652,1,1,0.43370940437709293,6.4066849974222375,0.8046139791513415,0.007806132248376059,0.5180969263128864,0
1615,32,94891,Kolkata,Self-employed,Post-Graduate,2,0,32,27,174,5006,0.36420206891280704,0.3797936976870641,4,2108,1140,2,0.19966482690612505,2,Debit Card,8,143289,0.19106809566537358,184,0.4778543027127135,1,1,0.7915008322691731,14735,0.19919724717046344,1,3,0.0,10.0,0.7330292357619309,0.04821237548662862,0.33195139956771286,0
1616,65,59812,Kolkata,Self-employed,Graduate,6,1,23,10,128,1157,0.2968734593324767,0.32594883872511554,5,3710,500,5,0.06952902507872073,3,UPI,12,152424,0.20645082772364443,81,0.09720016073624438,0,5,0.38574260472387256,5210,0.2596590443051776,2,1,0.14175948496269278,10.0,0.771085253386801,0.023186388371267574,0.45263626105237575,0
1617,38,115119,Bangalore,Business,Graduate,2,2,65,38,1560,58760,0.40663957472035867,0.23009451365380573,3,6537,1191,6,0.10119422605286256,4,UPI,4,468086,0.6053955487091998,66,0.35947596898923484,1,2,0.1324072952341879,97363,0.5115133247079395,2,1,0.21896209170990463,1.7629789580079023,0.7109141659111937,0.0038801148208085167,0.5926116226352967,1
1618,25,247519,Kolkata,Business,Graduate,5,1,70,51,703,30160,0.1901519080998086,0.27657587001836764,5,5368,1365,3,0.16481616032339083,4,UPI,7,551340,0.4208475383612598,190,0.19213019743008253,1,2,0.41785506912759446,113332,0.7031411992907238,1,1,0.21936527805058353,6.966675110473135,0.840228875989953,0.02515795709915693,0.5686809026637119,0
1619,29,25254,Mumbai,Self-employed,Graduate,4,4,34,14,450,6969,0.4763655787290943,0.5705192020561393,5,1511,2112,1,0.10310154583224512,4,Debit Card,7,33866,0.3885614521679523,157,-0.07482989387573757,0,3,0.3980708145658762,29174,0.556070531230731,2,2,1.8757456542756217,2.9777148921117793,0.6773390103424343,0.017032532825717216,0.36323185613703773,0
1620,48,52304,Pune,Salaried,Post-Graduate,1,0,72,30,684,19513,0.5895474717865803,0.3294329673064212,8,6971,500,13,0.133564631589659,5,Credit Card,6,203790,0.5287077981252547,106,-0.07784629194413573,1,1,0.2655108041676545,27375,0.5066224432918707,3,4,0.0,1.9748536907683594,0.6291098679022431,0.007572823276089959,0.5738480563924829,0
1621,36,15000,Hyderabad,Freelancer,Graduate,6,3,56,16,253,2890,0.25985304936595877,0.7526583995286794,5,6678,1487,3,0.1975679811201643,2,UPI,7,40999,0.5792654679619643,151,-0.13498903333180062,0,0,0.5099147399902486,60914,0.4102681530030496,3,5,1.0204447766854163,1.5675619186957885,0.7937433659451522,0.010539303106088816,0.3701694068565164,1
1622,21,67210,Delhi,Business,Graduate,3,1,66,15,434,8270,0.13181913859721403,0.21892388013225672,4,12880,523,28,0.16632852062458003,3,UPI,6,300272,0.5518083071599212,118,0.6311434107236711,0,1,0.34194481772007995,24019,0.56112868958405,1,2,0.1158676660620504,3.1776275353411187,0.8835333896539408,0.014180656656826435,0.5570045262843514,0
1623,46,74550,Hyderabad,Business,Undergraduate,4,1,53,21,478,10046,0.4960273500778588,0.5261016813903211,9,1807,2462,1,0.0690130893828842,6,UPI,8,99186,0.5000504346209668,23,0.17709263890944502,1,1,0.4872529373150049,32673,0.127726551688472,2,2,0.3064170642091195,6.289016365783701,0.6684369774041605,0.002966619161506551,0.3620937017234295,0
1624,26,58483,Mumbai,Professional,Graduate,2,1,57,37,147,6110,0.22844052316604085,0.3812291928178576,6,12637,829,18,0.12114890705431328,8,Credit Card,5,233109,0.667068341175425,90,0.5366848796217581,0,1,0.6842296383020117,117598,0.1251066420179316,1,3,0.18018410538896817,3.1194260721143587,0.8140402250999628,0.006307533444613738,0.3155061972648019,1
1625,57,40428,Delhi,Business,Post-Graduate,5,1,60,20,907,14841,0.2872305158557484,0.49287452527709147,5,2395,1696,1,0.1890823032287378,6,Credit Card,2,93716,0.4888258526521536,29,-0.5274805932319122,0,2,0.31286721100314613,5080,0.32645433638500704,1,1,0.41742724272326476,2.3454197366130995,0.776861632537667,0.00038381651731176096,0.4624101766456941,1
1626,47,17505,Mumbai,Business,Post-Graduate,5,1,73,18,295,4122,0.25966565944364445,0.5924357231703341,1,1352,2593,1,0.3072604737947703,3,UPI,4,35542,0.26668464718487106,105,-0.19389836777231712,1,2,0.3904277345857542,17996,0.6011675630893281,1,4,0.403021487330415,3.197260273972603,0.7938614445055756,0.006802005895714951,0.5242802009971737,1
1627,29,74915,Hyderabad,Professional,Graduate,7,2,76,23,177,5053,0.2888706843764933,0.23770931966002326,5,8379,1020,8,0.10534914130427485,5,Debit Card,5,232340,0.5097409479237744,62,0.14239573400482447,0,2,0.4004300435732478,32262,0.29563703550732884,3,3,0.5289113996034565,5.576937392987419,0.7758730275440797,0.004756757627156987,0.4166223091453101,1
1628,50,143380,Hyderabad,Salaried,Post-Graduate,6,0,36,25,1318,34747,0.43609377376404995,0.3510738720309891,8,8558,744,13,0.17996481828026048,2,Credit Card,8,298074,0.6171684343017644,91,-0.14936035498095795,0,0,0.2690607451759692,9643,0.3728904509824228,1,2,0.0,3.3108576178820486,0.6963333580779801,0.006495190213793851,0.5324479497846949,0
1629,35,41998,Hyderabad,Salaried,Post-Graduate,3,1,42,28,960,26772,0.6479898940947666,0.22240166360386812,7,10805,946,13,0.0640135949763725,2,UPI,6,127668,0.3176676916487454,261,-0.16454648544861084,0,0,0.2583012152499142,58480,0.6540101667602216,1,1,0.21427946296831843,1.1176220128798766,0.6067998375374113,0.024457784786654568,0.6021762961135912,1
1630,45,77966,Mumbai,Self-employed,Post-Graduate,8,2,33,64,349,22619,0.3447210130838183,0.46677388047755886,7,2367,2301,1,0.03970395775378169,6,Credit Card,5,306003,0.43838400102487246,104,-0.39156210334880526,0,4,0.3552671990771735,5610,0.441531630258982,1,2,0.7993152469103146,3.12026253651899,0.7436486752792854,0.00486817527983246,0.44692143971947756,0
1631,40,23367,Chennai,Salaried,Post-Graduate,9,1,113,73,168,10322,0.22288133226520465,0.38838273748204166,5,2417,1817,1,0.027061549449797752,2,Debit Card,4,99675,0.4551355574818979,66,0.08323677408361382,1,2,0.16252459116549975,23886,0.4506431179933711,1,0,0.20299544559184673,1.8341444270015699,0.8177408335669413,0.004268968248518092,0.5669898071388804,0
1632,24,78773,Kolkata,Business,Undergraduate,3,0,34,29,586,21201,0.6011980502805048,0.3153833232929131,4,2984,1754,1,0.09021500828871377,8,COD,4,175228,0.34474884268185124,175,0.1541133490717453,0,2,0.3422711377909965,143371,0.3683926943695106,1,2,0.0,3.256966840320847,0.6245323617679998,0.014503119872846849,0.5107370909481236,0
1633,27,47286,Mumbai,Business,Doctorate,4,0,25,38,425,13380,0.1805212921802177,0.4346048445212595,7,4312,3005,1,0.12997862488395495,5,Debit Card,5,37369,0.16032264766950857,100,0.5155335429447858,0,3,0.27141232556824907,16352,0.3803663511451669,3,3,0.0,2.6725823772113264,0.8470834085111448,0.017432317708327767,0.536172671214741,1
1634,47,37894,Kolkata,Business,Post-Graduate,3,0,38,9,1882,13462,0.1981212488849442,0.48138072747628796,6,10502,1050,9,0.18347253776042136,3,UPI,5,123259,0.2643348444166114,224,0.3303791914337226,0,3,0.335938502843844,11721,0.4763906826627702,2,0,0.0,1.5812226163154601,0.834640067464516,0.030031760236523604,0.5481420059929826,0
1635,30,37940,Mumbai,Professional,Undergraduate,5,0,120,51,1037,66533,0.582987204646182,0.39758316373067915,10,1940,1167,1,0.1356505532123222,4,UPI,8,32771,0.3341556626729992,32,0.15049978960320848,1,2,0.6867739839134357,104163,0.6662065534790945,1,2,0.0,0.5540789204661624,0.6317170455104929,0.005372870277282734,0.49490434492515417,1
1636,30,47279,Delhi,Salaried,Graduate,3,0,38,31,294,7788,0.0878602050228972,0.3886697588635171,4,6890,1545,4,0.09939778484674579,5,COD,2,159852,0.20552117579570375,132,0.2942923864564791,1,3,0.2533687327314801,6276,0.4395886877964513,1,0,0.0,3.2208597315893455,0.9192357578508464,0.0074374795575147465,0.5573534824309944,1
1637,23,75316,Bangalore,Business,Post-Graduate,7,0,40,10,1127,13721,0.3115931260996675,0.399360837981491,5,6340,500,12,0.05989341259714799,4,Credit Card,4,158320,0.5699631178471922,277,0.3598256888815531,0,1,0.3458173623510998,216659,0.15656805543070323,1,3,0.0,3.754162097497757,0.7624315651712331,0.017751532083995946,0.44677551434068025,0
1638,40,27247,Kolkata,Self-employed,Graduate,2,1,76,45,1046,54766,0.12161522330111625,0.31439742163476364,6,3265,2155,1,0.025802051721248765,3,UPI,7,80521,0.3041773004172309,153,0.1491992670196496,1,0,0.6239420317000959,25524,0.6246215078083946,1,0,0.1164903685123177,0.46951681830714087,0.8915713510528319,0.023463378104548464,0.4932474816021676,0
1639,59,47180,Mumbai,Salaried,Graduate,4,1,85,18,119,1990,0.14154739305474584,0.12084232273027744,8,9802,718,13,0.15804642225513008,1,UPI,3,224083,0.2793700000578396,47,0.18758861695282747,1,1,0.4911139644559505,8178,0.3328640241118148,3,5,0.2970342904887924,4.0006783685237,0.8760039277248322,0.0033060134213756085,0.4234827915321552,1
1640,22,58402,Delhi,Salaried,Post-Graduate,6,5,40,37,611,19270,0.5442144428677117,0.2832603729362539,8,14456,1298,9,0.1087285203721671,2,UPI,4,249918,0.24358205606725636,106,-0.18452504575312262,0,1,0.5470324899464695,27272,0.3519047589632099,4,2,0.6316781287801062,1.731609689566223,0.6475784529918861,0.007165482537131785,0.3797269643344378,0
1641,35,30963,Delhi,Freelancer,Post-Graduate,5,5,28,41,949,44955,0.27928770549276155,0.4386263873203487,6,13317,1693,6,0.17555320320044077,3,Debit Card,5,149000,0.20508298797487912,218,-0.039299256747861944,1,1,0.8148672816235015,5000,0.3401517576592785,1,2,2.0,0.5313438470646783,0.78168499212991,0.022805707590716977,0.16214648432887652,1
1642,51,175957,Delhi,Self-employed,Graduate,5,0,41,82,305,26474,0.6494572600529399,0.2993635990084944,8,4247,787,4,0.12828448408148924,3,UPI,6,501333,0.6398563369372051,102,0.5135452239897799,0,1,0.15904251579024428,48970,0.7491865598253264,3,2,0.0,5.727394049866545,0.6062600251721009,0.00913965362634173,0.678871143935793,0
1643,34,35878,Delhi,Business,Post-Graduate,2,0,68,29,171,4227,0.33540670819430124,0.3216260252837605,4,7649,641,12,0.05675576961964998,4,COD,4,131089,0.5584494779261778,120,0.1552184928116886,1,2,0.27335491029015746,14494,0.5585834698464708,2,3,0.0,3.0207964974320114,0.7488355374162913,0.006707997746108516,0.5869101674161158,1
1644,40,40068,Bangalore,Self-employed,Post-Graduate,4,1,57,35,3342,100000,0.22667275146289442,0.4721764730314852,8,3856,1075,3,0.03943381749546286,3,Credit Card,5,191368,0.519387549391747,55,0.3488673618676569,1,1,0.08605411744395013,156529,0.46561697054266876,2,3,0.4937954858096115,0.3857997053641064,0.8152133474942107,0.004884319816205303,0.5654661713118954,0
1645,22,33290,Kolkata,Salaried,Graduate,9,0,82,31,1238,43466,0.043270110774007775,0.19338892880147585,6,3726,1601,2,0.19500326663974796,3,Debit Card,8,84726,0.4098655333107518,139,0.4445033744173883,0,2,0.23948451016105776,5000,0.37684955095380934,1,1,0.0,0.705401224757909,0.9585245371000751,0.025970568933802705,0.546403626024586,0
1646,40,176149,Bangalore,Salaried,Graduate,7,1,70,21,495,12947,0.2973818446906357,0.45707709405190167,5,3953,1651,2,0.10095325648427901,4,UPI,9,416849,0.3103348211949002,67,0.20704113017471837,0,1,0.3793529266283615,53771,0.17131293164205236,1,4,0.4039795151484926,10.0,0.7707830998964323,0.013752600132351652,0.3999405700157283,1
1647,32,83428,Hyderabad,Salaried,Graduate,4,1,74,49,100,4716,0.12466623598724555,0.49052637790432846,5,1870,1234,1,0.12881601102448795,7,UPI,10,405084,0.4153306819036052,91,0.3180654688473685,1,4,0.43429208982417544,108190,0.21445430224844886,1,2,0.16887833807203173,10.0,0.8891526819262855,0.01921302792817617,0.42100343550571406,0
1648,46,34133,Hyderabad,Professional,Graduate,5,1,77,30,310,7225,0.3811103571442481,0.37295763778214275,6,1702,589,3,0.3490852571893245,3,UPI,2,26452,0.2692714402357412,81,0.4261678181430806,0,4,0.3093055364690385,17797,0.30604986112792976,2,6,0.2122479200605305,3.823140681003584,0.7240551016268691,0.004625395398051513,0.47872358447122465,1
1649,49,116277,Mumbai,Salaried,Post-Graduate,5,3,70,34,1647,70246,0.2276593463222392,0.4697708870845095,6,2076,563,3,0.25197040734907467,3,Credit Card,6,208706,0.4963012108017026,37,0.5506864207571495,1,3,0.6319437637473269,11461,0.4206533147660685,2,2,1.2583752000721173,1.6077458070046873,0.8145582103013758,0.004750671498867921,0.31172547959818436,1
1650,65,67536,Mumbai,Professional,Graduate,10,3,61,56,1064,63210,0.20295063676756367,0.3794334493744493,4,7272,1786,3,0.010392423506113566,2,UPI,8,240782,0.31020453413337223,144,0.17002507248509105,1,1,0.4724046254949646,368246,0.4284732206666391,3,2,0.38024951315527383,0.9581884993544543,0.831289306007676,0.02547270806638254,0.4538901688492515,1
1651,41,69867,Pune,Professional,Graduate,3,5,64,35,344,12806,0.3430639779672699,0.29812958468009915,3,10535,1158,10,0.20376980777742085,7,UPI,4,197455,0.224400325455653,30,0.17907181730035454,1,2,0.5192921786697007,5000,0.44590296612079966,2,1,0.886180206753735,2.993188244366378,0.7445661684065877,0.0030065349625070683,0.3899665225524576,1
1652,38,48694,Mumbai,Professional,Post-Graduate,7,0,75,48,293,14775,0.20679965114821164,0.3399413776484399,7,1183,1880,1,0.029313074196811083,3,EMI,7,182703,0.5680520782362446,78,-0.10787496673094399,1,1,0.35870447184607307,8825,0.38638860258105756,1,0,0.0,3.0511936838147755,0.8286379591248211,0.005764436945873932,0.5094581266096702,0
1653,37,38190,Mumbai,Salaried,Post-Graduate,5,3,36,11,1161,12559,0.13963776694047964,0.6730560840611741,4,2509,964,2,0.27763903959037506,7,EMI,6,79471,0.3666624889231342,221,-0.35363904273137015,1,1,0.49639694124629835,139597,0.20608689600402932,2,3,0.6282368914131835,2.5343420266772845,0.8774717976262255,0.014871712672662598,0.35305763982053345,0
1654,30,73325,Mumbai,Professional,Graduate,9,1,97,22,352,6605,0.2774405529067211,0.2911766273346489,5,1215,1065,1,0.11559382631527267,3,Credit Card,9,272927,0.55211067721636,211,0.06771283955942564,1,2,0.24479101697919137,167539,0.49190757331761586,1,2,0.21636134333734278,9.375399565272984,0.7828152924412601,0.02488039523372417,0.5574749116145379,0
1655,39,43172,Kolkata,Salaried,Graduate,9,1,31,45,383,18403,0.0839210275491658,0.2518366958695082,3,4268,1253,3,0.016737230246730093,5,UPI,5,29311,0.18557238615789334,196,-0.18908493352709038,1,2,0.6385165557876286,20269,0.40456838546028717,3,0,0.31024553203195193,1.9041990119971772,0.9225764373822343,0.01773213671681705,0.4023374230419658,1
1656,31,178091,Chennai,Salaried,Graduate,5,3,29,27,566,17286,0.23597209847878525,0.3318381681095635,5,5315,2327,2,0.1946713864695045,2,Debit Card,8,175301,0.6982847951494622,92,-0.1438432081850083,0,2,0.22319388353646846,15607,0.30279552255356595,2,1,0.8178429211498367,7.879435448190425,0.8090797528769331,0.00520877326203854,0.44313795424255326,1
1657,37,27957,Ahmedabad,Salaried,Undergraduate,3,4,46,82,633,64878,0.18068247345862856,0.37303092191978876,5,4581,1775,2,0.2336309420084644,5,UPI,7,73239,0.610589334157148,95,0.24255158929586926,0,1,0.24642778221146983,64884,0.34772037591689925,2,3,1.1292531095259843,0.40249064209617047,0.8469677686250844,0.00881558328086701,0.4192255838152038,0
1658,50,150496,Pune,Freelancer,Undergraduate,8,2,50,22,193,3156,0.3789630778483781,0.5502043553120065,4,18903,679,32,0.155913260033135,6,UPI,5,240080,0.16950829696931904,80,0.28166998348115785,1,4,0.28692986328282527,14822,0.5626481207885399,4,2,0.9072627217215717,6.8221214868540345,0.72518257817339,0.011664836025255578,0.49432217228460834,0
1659,22,56005,Bangalore,Salaried,Post-Graduate,5,1,56,77,646,42421,0.08735612821104749,0.43902178252894514,2,1634,1185,1,0.09735829475860232,6,Credit Card,11,211635,0.634678779835666,190,-0.5170083924621173,1,2,0.12295833948396834,18130,0.3898070019437057,1,3,0.3382735912253726,1.2712229889231887,0.9196618973815243,0.01010340833685708,0.5482479212827555,1
1660,48,71643,Bangalore,Self-employed,Graduate,2,1,56,14,208,3395,0.2665294678030524,0.5678983397772575,6,1348,1703,1,0.13406117588402397,4,Debit Card,7,114559,0.07828382136090938,162,0.19476059671510929,1,4,0.766345879499416,53637,0.5467589219890234,2,1,0.41254234960543035,10.0,0.7895592052308267,0.03421356204345882,0.39971239019503096,0
1661,50,98705,Delhi,Salaried,Post-Graduate,1,2,42,10,1040,12116,0.3620332036347212,0.2546728969733379,2,2313,2208,1,0.05802651801286089,7,UPI,5,355585,0.6473382923434645,253,0.19977629006108075,1,0,0.5508105413001964,5000,0.31345326650981514,1,3,0.45579196436626956,6.84026334026334,0.7341964919294188,0.014664127983625642,0.3861464467229838,0
1662,33,41021,Mumbai,Salaried,Graduate,5,3,40,14,330,3821,0.1993140430732834,0.37225402390979473,5,3438,5626,1,0.15507083918345482,3,UPI,9,203324,0.646224399481033,117,0.16139293695688914,0,2,0.34242240362669474,500000,0.39460732592893805,1,1,1.430615042502615,5.650275482093664,0.8338099647674146,0.011853389735535945,0.3749646503875187,0
1663,21,100563,Mumbai,Salaried,Graduate,0,2,63,48,514,20004,0.2403098726253628,0.2723726162791889,6,17006,643,22,0.08098941629528392,3,EMI,5,188634,0.7885931126577047,87,0.5944299612560463,0,0,0.4921207277742256,6804,0.42604178103213364,3,1,0.9434258080089404,2.717111129123774,0.8062501331891367,0.004017177033139183,0.3866371705831062,0
1664,27,15000,Mumbai,Freelancer,Graduate,3,1,82,12,100,1104,0.45138542158260886,0.3954937767452407,7,8171,1672,4,0.09380229977931236,5,UPI,12,73205,0.28391539072261857,143,0.4275985663384714,0,4,0.4333939833950362,8307,0.5111316780508137,2,3,0.2933479435085811,1.6170763260025873,0.6889968612951806,0.04806122784859564,0.5035987596155943,0
1665,50,38871,Mumbai,Self-employed,Undergraduate,9,1,39,16,754,8900,0.2513202750419119,0.5316862200182659,3,4321,1923,2,0.14965019859656029,3,Credit Card,4,122624,0.46842801520367877,47,0.014051155444316635,1,0,0.3400865590338198,56502,0.5975341437549054,2,2,0.44068122380533514,2.9398729390409923,0.7991559155121225,0.002776431311021731,0.5337214392979965,0
1666,34,34391,Delhi,Freelancer,Post-Graduate,10,0,20,20,831,18917,0.6112542309591318,0.4045639212940752,3,13038,1544,9,0.1041508844216808,5,UPI,7,101718,0.2884779164910302,194,0.153259392396195,0,3,0.42809722994159144,197545,0.40637345321001467,1,2,0.0,1.0761985229690825,0.6206345223402329,0.030529682627563608,0.4995888035060397,1
1667,23,28223,Delhi,Self-employed,Post-Graduate,9,4,29,62,291,19880,0.5750048735238231,0.7091776326043013,5,4300,1213,3,0.21260056307548342,5,Debit Card,10,70955,0.34650569194414965,147,-0.03168015948714667,0,1,0.38940602557574844,5993,0.35041963898589107,1,1,0.8918717900428803,1.167156031595054,0.63491867029126,0.025485027701492243,0.40421391055905326,0
1668,28,52629,Ahmedabad,Professional,Post-Graduate,5,0,41,40,160,7777,0.2673229698556719,0.4275440369545857,3,3228,963,3,0.06390451282442745,4,UPI,3,204862,0.8460748839439065,135,-0.06611471843231378,1,1,0.3098456652497286,36780,0.4531862512106673,3,4,0.0,4.781846265673269,0.7890648428110509,0.0015950164970163115,0.543321179087685,0
1669,45,75466,Chennai,Self-employed,Graduate,3,1,26,27,157,4061,0.10425904024718241,0.3844191805472155,3,5653,1148,5,0.07514300331493473,1,COD,7,264889,0.567786429211164,36,0.11025244860008201,0,0,0.39851883629427093,161080,0.2842709971576517,2,1,0.19722797252548052,7.767987647967061,0.9055846169718977,0.0033130486622519315,0.44666546073891655,0
1670,41,91271,Ahmedabad,Self-employed,Graduate,9,3,72,7,420,3181,0.4398105930235833,0.6292908157609247,3,1647,1343,1,0.07477225177569673,3,Credit Card,8,371767,0.4910223891039652,111,-0.20866130259316895,1,3,0.5773587152927822,58729,0.38691841407465316,2,1,0.6030563113801657,10.0,0.6945357985594572,0.009798987054760266,0.38452207590749676,1
1671,32,69184,Bangalore,Self-employed,Post-Graduate,5,1,42,33,192,8061,0.5659478187377944,0.4190158133056991,3,2165,1343,1,0.07619772487957459,3,Credit Card,7,115175,0.2706410196938748,180,0.0771875059464392,0,1,0.38913203158612175,11982,0.150887604427957,2,2,0.17212992761953064,6.764838173462404,0.6385908828086193,0.027121288766543766,0.4167379368439062,0
1672,30,40158,Bangalore,Salaried,Post-Graduate,2,3,75,12,400,6121,0.296276034218292,0.45200773508614406,4,20545,2165,10,0.032997180618248245,6,UPI,6,116322,0.1785405788920977,192,0.45687698176580804,1,3,0.68032026827368,11312,0.2586628072465256,3,0,0.8316082301002929,1.5059061761727979,0.7714406296210216,0.03777188084988815,0.297896314851802,0
1673,30,74713,Delhi,Business,Undergraduate,5,3,60,35,455,11826,0.4247023492737556,0.4745179438930243,4,7601,1200,5,0.06422267909710319,5,Debit Card,7,333888,0.272030935244927,163,0.36534102961399717,1,1,0.6261795759464537,417339,0.5679735673931599,2,2,1.4821962198760028,3.845635165740169,0.701900997432728,0.031070400081320716,0.3405326554626757,0
1674,23,64509,Delhi,Self-employed,Graduate,8,0,75,41,492,14143,0.2470152992598628,0.6634445226344479,4,9162,1489,5,0.2045216487311168,2,Debit Card,3,160974,0.6540570422661208,176,-0.33547543035167626,1,1,0.6743140625679094,50456,0.5535785950579651,2,0,0.0,2.767913841929117,0.8019147805111347,0.003325497266262861,0.4644444592002693,0
1675,54,104991,Mumbai,Business,Undergraduate,1,1,77,34,1149,49847,0.3786492481645067,0.2880750622826158,3,3422,2366,1,0.1203053609897158,3,Debit Card,7,321507,0.49403576434172125,189,0.15018961784786322,1,1,0.3189739637687444,68466,0.43670748998456294,4,2,0.3233377880286041,1.9709217195419562,0.7253476555631323,0.02109386889761988,0.507205052841409,0
1676,31,95431,Ahmedabad,Business,Graduate,4,2,111,49,1049,52490,0.16955113861160298,0.46259600563078473,5,4197,1566,2,0.2810038958327327,3,Credit Card,5,135994,0.41150163887592206,125,0.1619465026622951,1,1,0.4072334189131612,42370,0.46938747570439915,3,1,0.7256982112384098,1.683442703923229,0.8550288798719137,0.011708965967989978,0.44841818910712844,1
1677,49,60979,Ahmedabad,Salaried,Post-Graduate,10,1,12,20,468,10485,0.10296603677256976,0.4676706024730651,6,17706,2173,9,0.047244838846440984,3,Debit Card,6,219443,0.7840532232610938,57,0.05069306501387745,1,2,0.15177202451972327,11389,0.7161030514120327,1,1,0.12227068775444914,2.162989500567537,0.9066462308541589,0.00212596364411591,0.657497432021071,0
1678,53,34949,Mumbai,Self-employed,Post-Graduate,5,1,72,51,671,42692,0.7065504218843489,0.41848281983400676,9,2185,1077,1,0.15745984702098748,3,Debit Card,9,52598,0.28767426726702267,99,0.22730345596925536,1,0,0.4979308147260018,8522,0.34100155003065674,1,2,0.29444436995067735,0.7787557377779758,0.5859774121972993,0.021341032649344723,0.4277449901261977,0
1679,46,40466,Mumbai,Salaried,Undergraduate,2,1,63,22,555,11720,0.6177996502597951,0.3474493637394727,4,6115,1083,4,0.042119016831818436,7,Credit Card,5,123700,0.6504376717697549,61,-0.0991063327862913,0,2,0.29257120423309596,10218,0.09414990221454396,1,0,0.39734480027762,2.2687822381699934,0.6181235110536799,0.002631510651471996,0.40126543149696686,0
1680,29,43050,Bangalore,Self-employed,Graduate,8,0,87,15,1176,17011,0.2821505986293367,0.42924060370225914,4,12795,500,27,0.14191185538158171,8,Debit Card,3,39387,0.10608626399448208,99,0.1985476370651803,0,3,0.3207520467664336,5000,0.31868368693118976,2,1,0.0,1.4442916093535076,0.7799395804744268,0.008717952444404594,0.5011230825383078,0
1681,39,49555,Delhi,Self-employed,Post-Graduate,7,1,31,21,466,7830,0.29892618618362576,0.6494912202085807,1,2025,1389,1,0.009828212269703816,1,Credit Card,8,156960,0.34453298489476053,148,0.10466429523262244,1,2,0.6600790821910251,6532,0.35941244724942856,1,2,0.36745891433690536,5.027901785714286,0.7698666872966042,0.023487673255197832,0.37775165273487005,0
1682,34,70321,Bangalore,Professional,Post-Graduate,5,0,43,29,806,29065,0.1700310708501572,0.3629251108847313,10,2383,574,4,0.27083905467360336,6,COD,6,281839,0.18803943365140038,19,-0.3018015188530694,1,1,0.22376142729967868,40966,0.29499210719108954,2,1,0.0,2.2360329422239182,0.8546781576265229,0.0017706218711243972,0.5217233283416481,0
1683,24,91959,Mumbai,Salaried,Graduate,2,0,62,14,1980,30176,0.333650649215965,0.2434751313264955,2,2572,748,3,0.03052816091326581,5,Credit Card,8,202523,0.8463725009407694,134,0.20765816556021682,0,1,0.33604007563214977,42810,0.27158392642173557,3,2,0.0,2.807994137225564,0.7498215522842405,0.005448976108476834,0.48175295045857114,1
1684,38,58065,Bangalore,Salaried,Graduate,6,1,55,27,569,12415,0.023037717289669492,0.32780328745547205,6,4755,2452,1,0.021303020605510002,2,UPI,5,222611,0.5042797096178943,112,-0.06816930026451068,0,5,0.5897136046004051,6690,0.19084411276603852,1,3,0.12361775332767487,3.3815735833673055,0.9774810675106846,0.007087105085849562,0.3693947981340925,0
1685,21,60456,Delhi,Salaried,Undergraduate,7,1,31,35,303,10985,0.43121650363175107,0.31024467258662985,5,4303,2205,1,0.13472757930072696,2,UPI,5,119904,0.41322158327433406,141,0.051669421955528844,0,1,0.3674221551716719,70826,0.5635603802227689,2,1,0.20611436085729617,3.9542154490156323,0.6987063085581201,0.011919269244530753,0.5406138852785056,1
